name	net_charge	identifier	smiles	value	branching_ratio	experimental_or_predicted	temperature	doi	url	remark
Simazine	-1	simazine_-1_1	CCNc1nc(Cl)nc([N-]CC)n1							
Simazine	-2	simazine_-2_1	CC[N-]c1nc(Cl)nc([N-]CC)n1	100						
										
Trifluralin	0	trifluralin_0_1	CCCN(CCC)c1c(cc(cc1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O	100						
										
Alachlor	0	alachlor_0_1	CCc1cccc(CC)c1N(COC)C(=O)CCl							
Alachlor	-1	alachlor_-1_1	CCc1cccc(CC)c1N(COC)C(=O)[CH-]Cl	100						
										
Aldicarb	1	aldicarb_1_1	CNC(=O)O[NH+]=CC(C)(C)SC							
Aldicarb	0	aldicarb_0_1	CNC(=O)ON=CC(C)(C)SC							
Aldicarb	-1	aldicarb_-1_1	C[N-]C(=O)ON=CC(C)(C)SC	100						
										
Aldrin	0	aldrin_0_1	ClC1=C(Cl)C2(Cl)C3C4CC(C=C4)C3C1(Cl)C2(Cl)Cl	100						
										
Chlorpyrifos	0	chlorpyrifos_0_1	CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl	100						
										
Dimethoate	1	dimethoate_1_1	COP(=S)(OC)SCC(O)=[NH+]C							
Dimethoate	0	dimethoate_0_1	COP(=S)(OC)SCC([O-])=[NH+]C							
Dimethoate	-1	dimethoate_-1_1	COP(=S)(OC)SCC([O-])=NC	100						
										
Dinoseb	0	dinoseb_0_1	CCC(C)c1cc(cc(c1O)[N+]([O-])=O)[N+]([O-])=O							
Dinoseb	-1	dinoseb_-1_1	CCC(C)c1cc(cc(c1[O-])[N+]([O-])=O)[N+]([O-])=O	100						
										
Endrin	0	endrin_0_1	ClC1=C(Cl)C2(Cl)C3C4CC(C5OC45)C3C1(Cl)C2(Cl)Cl	100						
										
Heptachlor	0	heptachlor_0_1	ClC1C=CC2C1C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl	100						
										
Heptachlor epoxide	0	heptachlorepoxide_0_1	ClC1C2OC2C2C1C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl	100						
										
2-Methyl-4-chlorophenoxyacetic acid	0	2-methyl-4-chlorophenoxyaceticacid_0_1	Cc1cc(Cl)ccc1OCC(O)=O							
2-Methyl-4-chlorophenoxyacetic acid	-1	2-methyl-4-chlorophenoxyaceticacid_-1_1	Cc1cc(Cl)ccc1OCC([O-])=O	100						
										
Mecoprop	0	mecoprop_0_1	CC(Oc1ccc(Cl)cc1C)C(O)=O							
Mecoprop	-1	mecoprop_-1_1	CC(Oc1ccc(Cl)cc1C)C([O-])=O	100						
										
Carbofuran	0	carbofuran_0_1	CNC(=O)Oc1cccc2CC(C)(C)Oc12							
Carbofuran	-1	carbofuran_-1_1	C[N-]C(=O)Oc1cccc2CC(C)(C)Oc12	100						
										
Dalapon	0	dalapon_0_1	CC(Cl)(Cl)C(O)=O							
Dalapon	-1	dalapon_-1_1	CC(Cl)(Cl)C([O-])=O	100						
										
Endothall	0	endothall_0_1	OC(=O)C1C2CCC(O2)C1C(O)=O							
Endothall	-1	endothall_-1_2	OC(=O)C1C2CCC(O2)C1C([O-])=O							
Endothall	-2	endothall_-2_1	[O-]C(=O)C1C2CCC(O2)C1C([O-])=O	100						
										
Epichlorohydrin	0	epichlorohydrin_0_1	ClCC1CO1	100						
										
Fenoprop	0	fenoprop_0_1	CC(Oc1cc(Cl)c(Cl)cc1Cl)C(O)=O							
Fenoprop	-1	fenoprop_-1_1	CC(Oc1cc(Cl)c(Cl)cc1Cl)C([O-])=O	100						
										
Glyphosate	1	glyphosate_1_1	OC(=O)C[NH2+]CP(O)(O)=O							
Glyphosate	0	glyphosate_0_1	OC(=O)C[NH2+]CP(O)([O-])=O							
Glyphosate	-1	glyphosate_-1_1	OC(=O)CNCP(O)([O-])=O							
Glyphosate	-1	glyphosate_-1_2	OP([O-])(=O)C[NH2+]CC([O-])=O							
Glyphosate	-2	glyphosate_-2_1	OP([O-])(=O)CNCC([O-])=O							
Glyphosate	-2	glyphosate_-2_2	[O-]C(=O)C[NH2+]CP([O-])([O-])=O							
Glyphosate	-3	glyphosate_-3_1	[O-]C(=O)CNCP([O-])([O-])=O	100						
										
Hexachlorocyclopentadiene	0	hexachlorocyclopentadiene_0_1	ClC1=C(Cl)C(Cl)(Cl)C(Cl)=C1Cl	100						
										
Oxamyl	1	oxamyl_1_1	CNC(=O)O[NH+]=C(SC)C(=O)N(C)C							
Oxamyl	0	oxamyl_0_1	CNC(=O)ON=C(SC)C(=O)N(C)C							
Oxamyl	-1	oxamyl_-1_1	C[N-]C(=O)ON=C(SC)C(=O)N(C)C	100						
										
Picloram	1	picloram_1_1	Nc1c(Cl)c(Cl)[nH+]c(C(O)=O)c1Cl							
Picloram	0	picloram_0_1	Nc1c(Cl)c(Cl)nc(C(O)=O)c1Cl							
Picloram	0	picloram_0_2	Nc1c(Cl)c(Cl)[nH+]c(C([O-])=O)c1Cl							
Picloram	-1	picloram_-1_1	Nc1c(Cl)c(Cl)nc(C([O-])=O)c1Cl	100						
										
4-(2,4-dichlorophenoxy)butyric acid	0	4-(2,4-dichlorophenoxy)butyricacid_0_1	OC(=O)CCCOc1ccc(Cl)cc1Cl							
4-(2,4-dichlorophenoxy)butyric acid	-1	4-(2,4-dichlorophenoxy)butyricacid_-1_1	[O-]C(=O)CCCOc1ccc(Cl)cc1Cl	100						
										
Bentazon	0	bentazon_0_1	CC(C)N1C(=O)c2ccccc2NS1(=O)=O							
Bentazon	-1	bentazon_-1_1	CC(C)N1C(=O)c2ccccc2[N-]S1(=O)=O	100						
										
Bifenox	0	bifenox_0_1	COC(=O)c1cc(Oc2ccc(Cl)cc2Cl)ccc1[N+]([O-])=O	100						
										
Chlordane	0	chlordane_0_1	ClC1CC2C(C1Cl)C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl	100						
										
Chlorothalonil	0	chlorothalonil_0_1	Clc1c(Cl)c(C#N)c(Cl)c(C#N)c1Cl	100						
										
Cyanazine	1	cyanazine_1_1	CCNc1nc(Cl)[nH+]c(NC(C)(C)C#N)n1							
Cyanazine	1	cyanazine_1_2	CCNc1nc(NC(C)(C)C#N)nc(Cl)[nH+]1							
Cyanazine	1	cyanazine_1_3	CCNc1nc(Cl)nc(NC(C)(C)C#N)[nH+]1							
Cyanazine	0	cyanazine_0_1	CCNc1nc(Cl)nc(NC(C)(C)C#N)n1							
Cyanazine	-1	cyanazine_-1_1	CC[N-]c1nc(Cl)nc(NC(C)(C)C#N)n1							
Cyanazine	-1	cyanazine_-1_2	CCNc1nc(Cl)nc([N-]C(C)(C)C#N)n1							
Cyanazine	-2	cyanazine_-2_1	CC[N-]c1nc(Cl)nc([N-]C(C)(C)C#N)n1	100						
										
Cypermethrin	0	cypermethrin_0_1	CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1							
Cypermethrin	-1	cypermethrin_-1_1	CC1(C)C(C=C(Cl)Cl)C1C(=O)O[C-](C#N)c1cccc(Oc2ccccc2)c1	100						
										
Dichlorprop	0	dichlorprop_0_1	CC(Oc1ccc(Cl)cc1Cl)C(O)=O							
Dichlorprop	-1	dichlorprop_-1_1	CC(Oc1ccc(Cl)cc1Cl)C([O-])=O	100						
										
Dichlorvos	0	dichlorvos_0_1	COP(=O)(OC)OC=C(Cl)Cl	100						
										
Dicofol	0	dicofol_0_1	OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)C(Cl)(Cl)Cl							
Dicofol	-1	dicofol_-1_1	[O-]C(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)C(Cl)(Cl)Cl	100						
										
Methoxychlor	0	methoxychlor_0_1	COc1ccc(cc1)C(c1ccc(OC)cc1)C(Cl)(Cl)Cl	100						
										
Toxaphene	0	toxaphene_0_1	CC1(C)C(=C)C2(Cl)C(Cl)(Cl)C(Cl)(Cl)C1(Cl)C2(Cl)Cl	100						
										
Tricyclazole	1	tricyclazole_1_1	Cc1cccc2sc3[nH+]ncn3c12							
Tricyclazole	1	tricyclazole_1_2	Cc1cccc2sc3n[nH+]cn3c12							
Tricyclazole	0	tricyclazole_0_1	Cc1cccc2sc3nncn3c12	100						
										
Aclonifen	0	aclonifen_0_1	Nc1c(Cl)c(Oc2ccccc2)ccc1[N+]([O-])=O							
Aclonifen	-1	aclonifen_-1_1	[NH-]c1c(Cl)c(Oc2ccccc2)ccc1[N+]([O-])=O	100						
										
Chlorfenvinphos	0	chlorfenvinphos_0_1	CCOP(=O)(OCC)OC(=CCl)c1ccc(Cl)cc1Cl	100						
										
Cybutryne	2	cybutryne_2_1	CSc1nc(NC2CC2)[nH+]c(NC(C)(C)C)[nH+]1							
Cybutryne	2	cybutryne_2_2	CSc1nc(NC(C)(C)C)[nH+]c(NC2CC2)[nH+]1							
Cybutryne	2	cybutryne_2_3	CSc1[nH+]c(NC2CC2)nc(NC(C)(C)C)[nH+]1							
Cybutryne	1	cybutryne_1_1	CSc1nc(NC2CC2)[nH+]c(NC(C)(C)C)n1							
Cybutryne	1	cybutryne_1_2	CSc1nc(NC2CC2)nc(NC(C)(C)C)[nH+]1							
Cybutryne	1	cybutryne_1_3	CSc1nc(NC(C)(C)C)nc(NC2CC2)[nH+]1							
Cybutryne	0	cybutryne_0_1	CSc1nc(NC2CC2)nc(NC(C)(C)C)n1							
Cybutryne	-1	cybutryne_-1_1	CSc1nc(NC2CC2)nc([N-]C(C)(C)C)n1							
Cybutryne	-1	cybutryne_-1_2	CSc1nc(NC(C)(C)C)nc([N-]C2CC2)n1							
Cybutryne	-2	cybutryne_-2_1	CSc1nc([N-]C2CC2)nc([N-]C(C)(C)C)n1	100						
										
Terbutryn	2	terbutryn_2_1	CCN=c1[nH+]c(NC(C)(C)C)[nH]c(SC)[nH+]1							
Terbutryn	1	terbutryn_1_1	CCN=c1nc(SC)[nH]c(NC(C)(C)C)[nH+]1							
Terbutryn	0	terbutryn_0_1	CCN=c1nc(NC(C)(C)C)[nH]c(SC)n1							
Terbutryn	0	terbutryn_0_2	CCN=c1nc(SC)[n-]c(NC(C)(C)C)[nH+]1							
Terbutryn	-1	terbutryn_-1_1	CCN=c1nc(NC(C)(C)C)[n-]c(SC)n1	100						
										
Hexachlorobenzene	0	hexachlorobenzene_0_1	Clc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl	100						
										
Ethylenediaminetetraacetic acid	2	ethylenediaminetetraaceticacid_2_1	OC(=O)C[NH+](CC[NH+](CC(O)=O)CC(O)=O)CC(O)=O							
Ethylenediaminetetraacetic acid	1	ethylenediaminetetraaceticacid_1_2	OC(=O)C[NH+](CC[NH+](CC(O)=O)CC([O-])=O)CC(O)=O							
Ethylenediaminetetraacetic acid	1	ethylenediaminetetraaceticacid_1_1	OC(=O)CN(CC[NH+](CC(O)=O)CC(O)=O)CC(O)=O							
Ethylenediaminetetraacetic acid	0	ethylenediaminetetraaceticacid_0_3	OC(=O)C[NH+](CC[NH+](CC(O)=O)CC([O-])=O)CC([O-])=O							
Ethylenediaminetetraacetic acid	0	ethylenediaminetetraaceticacid_0_4	OC(=O)C[NH+](CC[NH+](CC([O-])=O)CC([O-])=O)CC(O)=O							
Ethylenediaminetetraacetic acid	0	ethylenediaminetetraaceticacid_0_1	OC(=O)CN(CC[NH+](CC(O)=O)CC([O-])=O)CC(O)=O							
Ethylenediaminetetraacetic acid	0	ethylenediaminetetraaceticacid_0_2	OC(=O)CN(CC[NH+](CC(O)=O)CC(O)=O)CC([O-])=O							
Ethylenediaminetetraacetic acid	-1	ethylenediaminetetraaceticacid_-1_2	OC(=O)CN(CC[NH+](CC([O-])=O)CC([O-])=O)CC(O)=O							
Ethylenediaminetetraacetic acid	-1	ethylenediaminetetraaceticacid_-1_3	OC(=O)C[NH+](CCN(CC([O-])=O)CC([O-])=O)CC(O)=O							
Ethylenediaminetetraacetic acid	-1	ethylenediaminetetraaceticacid_-1_4	OC(=O)C[NH+](CC[NH+](CC([O-])=O)CC([O-])=O)CC([O-])=O							
Ethylenediaminetetraacetic acid	-1	ethylenediaminetetraaceticacid_-1_1	OC(=O)CN(CC[NH+](CC(O)=O)CC([O-])=O)CC([O-])=O							
Ethylenediaminetetraacetic acid	-2	ethylenediaminetetraaceticacid_-2_2	OC(=O)CN(CC[NH+](CC([O-])=O)CC([O-])=O)CC([O-])=O							
Ethylenediaminetetraacetic acid	-2	ethylenediaminetetraaceticacid_-2_3	[O-]C(=O)C[NH+](CC[NH+](CC([O-])=O)CC([O-])=O)CC([O-])=O							
Ethylenediaminetetraacetic acid	-2	ethylenediaminetetraaceticacid_-2_1	OC(=O)C[NH+](CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O							
Ethylenediaminetetraacetic acid	-3	ethylenediaminetetraaceticacid_-3_1	[O-]C(=O)CN(CC[NH+](CC([O-])=O)CC([O-])=O)CC([O-])=O							
Ethylenediaminetetraacetic acid	-4	ethylenediaminetetraaceticacid_-4_1	[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O	100						
										
Dimethyl Sulfide	0	dimethylsulfide_0_1	CSC	100						
										
Dimethyl disulfide	0	dimethyldisulfide_0_1	CSSC	100						
										
Styrene	0	styrene_0_1	C=Cc1ccccc1	100						
										
Mercaptan	0	mercaptan_0_1	CS							
Mercaptan	-1	mercaptan_-1_1	C[S-]	100						
										
Hydrazine	2	hydrazine_2_1	[NH3+][NH3+]							
Hydrazine	1	hydrazine_1_1	N[NH3+]							
Hydrazine	0	hydrazine_0_1	NN	100						
										
Quinoline	1	quinoline_1_1	c1ccc2[nH+]cccc2c1							
Quinoline	0	quinoline_0_1	c1ccc2ncccc2c1	100						
										
Triglyme	0	triglyme_0_1	COCCOCCOCCOC	100						
										
Acrylamide	1	acrylamide_1_1	NC(=[OH+])C=C							
Acrylamide	0	acrylamide_0_1	NC(=O)C=C							
Acrylamide	-1	acrylamide_-1_1	[NH-]C(=O)C=C	100						
										
1,1-Dichloropropanone	0	1,1-dichloropropanone_0_1	CC(=O)C(Cl)Cl							
1,1-Dichloropropanone	-1	1,1-dichloropropanone_-1_1	CC(=O)[C-](Cl)Cl	100						
										
Bromochloroacetic acid	0	bromochloroaceticacid_0_1	OC(=O)C(Cl)Br							
Bromochloroacetic acid	-1	bromochloroaceticacid_-1_1	[O-]C(=O)C(Cl)Br	100						
										
Dichloroacetaldehyde	0	dichloroacetaldehyde_0_1	ClC(Cl)C=O							
Dichloroacetaldehyde	-1	dichloroacetaldehyde_-1_1	Cl[C-](Cl)C=O	100						
										
Bromochloroacetonitrile	0	bromochloroacetonitrile_0_1	ClC(Br)C#N	100						
										
1,2-Diphenylhydrazine	0	1,2-diphenylhydrazine_0_1	N(Nc1ccccc1)c1ccccc1	100						
										
DCPA di-acid degradate	0	dcpadi-aciddegradate_0_1	OC(=O)c1c(Cl)c(Cl)c(C(O)=O)c(Cl)c1Cl							
DCPA di-acid degradate	-1	dcpadi-aciddegradate_-1_1	OC(=O)c1c(Cl)c(Cl)c(C([O-])=O)c(Cl)c1Cl							
DCPA di-acid degradate	-2	dcpadi-aciddegradate_-2_1	[O-]C(=O)c1c(Cl)c(Cl)c(C([O-])=O)c(Cl)c1Cl	100						
										
DCPA mono-acid degradate	0	dcpamono-aciddegradate_0_1	COC(=O)c1c(Cl)c(Cl)c(C(O)=O)c(Cl)c1Cl							
DCPA mono-acid degradate	-1	dcpamono-aciddegradate_-1_1	COC(=O)c1c(Cl)c(Cl)c(C([O-])=O)c(Cl)c1Cl	100						
										
RDX	0	rdx_0_1	[O-][N+](=O)N1CN(CN(C1)[N+]([O-])=O)[N+]([O-])=O	100						
										
4-Chlorotoluene	0	4-chlorotoluene_0_1	Cc1ccc(Cl)cc1	100						
										
N-acetylsulfamethazine	1	n-acetylsulfamethazine_1_1	CC(=O)N(c1nc(C)cc(C)n1)S(=O)(=O)c1ccc([NH3+])cc1							
N-acetylsulfamethazine	0	n-acetylsulfamethazine_0_1	CC(=O)N(c1nc(C)cc(C)n1)S(=O)(=O)c1ccc(N)cc1	100						
										
Mestranol	1	mestranol_1_1	COc1ccc2C3CCC4(C)C(CCC4([OH2+])C#C)C3CCc2c1							
Mestranol	0	mestranol_0_1	COc1ccc2C3CCC4(C)C(CCC4(O)C#C)C3CCc2c1	100						
										
Norethindrone	1	norethindrone_1_1	CC12CCC3C(CCC4=CC(=O)CCC34)C1CCC2([OH2+])C#C							
Norethindrone	0	norethindrone_0_1	CC12CCC3C(CCC4=CC(=O)CCC34)C1CCC2(O)C#C	100						
										
Equilin	0	equilin_0_1	CC12CCC3C(=CCc4cc(O)ccc34)C1CCC2=O							
Equilin	-1	equilin_-1_1	CC12CCC3C(=CCc4cc([O-])ccc34)C1CCC2=O	100						
										
Roxithromycin	2	roxithromycin_2_1	CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(C2O)[NH+](C)C)C(C)(O)CC(C)C(=[NH+]OCOCCOC)C(C)C(O)C1(C)O							
Roxithromycin	1	roxithromycin_1_1	CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(C2O)[NH+](C)C)C(C)(O)CC(C)C(=NOCOCCOC)C(C)C(O)C1(C)O							
Roxithromycin	0	roxithromycin_0_1	CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(C2O)N(C)C)C(C)(O)CC(C)C(=NOCOCCOC)C(C)C(O)C1(C)O							
Roxithromycin	0	roxithromycin_0_2	CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(C2[O-])[NH+](C)C)C(C)(O)CC(C)C(=NOCOCCOC)C(C)C(O)C1(C)O							
Roxithromycin	-1	roxithromycin_-1_4	CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(C2O)N(C)C)C(C)(O)CC(C)C(=NOCOCCOC)C(C)C([O-])C1(C)O							
Roxithromycin	-1	roxithromycin_-1_1	CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(C2[O-])N(C)C)C(C)(O)CC(C)C(=NOCOCCOC)C(C)C(O)C1(C)O							
Roxithromycin	-1	roxithromycin_-1_5	CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(C2O)N(C)C)C(C)([O-])CC(C)C(=NOCOCCOC)C(C)C(O)C1(C)O							
Roxithromycin	-1	roxithromycin_-1_2	CCC1OC(=O)C(C)C(OC2CC(C)(OC)C([O-])C(C)O2)C(C)C(OC2OC(C)CC(C2O)N(C)C)C(C)(O)CC(C)C(=NOCOCCOC)C(C)C(O)C1(C)O							
Roxithromycin	-1	roxithromycin_-1_3	CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(C2O)N(C)C)C(C)(O)CC(C)C(=NOCOCCOC)C(C)C(O)C1(C)[O-]							
Roxithromycin	-2	roxithromycin_-2_4	CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(C2[O-])N(C)C)C(C)([O-])CC(C)C(=NOCOCCOC)C(C)C(O)C1(C)O							
Roxithromycin	-2	roxithromycin_-2_5	CCC1OC(=O)C(C)C(OC2CC(C)(OC)C([O-])C(C)O2)C(C)C(OC2OC(C)CC(C2O)N(C)C)C(C)(O)CC(C)C(=NOCOCCOC)C(C)C(O)C1(C)[O-]							
Roxithromycin	-2	roxithromycin_-2_6	CCC1OC(=O)C(C)C(OC2CC(C)(OC)C([O-])C(C)O2)C(C)C(OC2OC(C)CC(C2O)N(C)C)C(C)(O)CC(C)C(=NOCOCCOC)C(C)C([O-])C1(C)O							
Roxithromycin	-2	roxithromycin_-2_7	CCC1OC(=O)C(C)C(OC2CC(C)(OC)C([O-])C(C)O2)C(C)C(OC2OC(C)CC(C2O)N(C)C)C(C)([O-])CC(C)C(=NOCOCCOC)C(C)C(O)C1(C)O							
Roxithromycin	-2	roxithromycin_-2_9	CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(C2O)N(C)C)C(C)([O-])CC(C)C(=NOCOCCOC)C(C)C(O)C1(C)[O-]							
Roxithromycin	-2	roxithromycin_-2_10	CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(C2O)N(C)C)C(C)([O-])CC(C)C(=NOCOCCOC)C(C)C([O-])C1(C)O							
Roxithromycin	-2	roxithromycin_-2_8	CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(C2O)N(C)C)C(C)(O)CC(C)C(=NOCOCCOC)C(C)C([O-])C1(C)[O-]							
Roxithromycin	-2	roxithromycin_-2_1	CCC1OC(=O)C(C)C(OC2CC(C)(OC)C([O-])C(C)O2)C(C)C(OC2OC(C)CC(C2[O-])N(C)C)C(C)(O)CC(C)C(=NOCOCCOC)C(C)C(O)C1(C)O							
Roxithromycin	-2	roxithromycin_-2_2	CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(C2[O-])N(C)C)C(C)(O)CC(C)C(=NOCOCCOC)C(C)C(O)C1(C)[O-]							
Roxithromycin	-2	roxithromycin_-2_3	CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(C2[O-])N(C)C)C(C)(O)CC(C)C(=NOCOCCOC)C(C)C([O-])C1(C)O							
Roxithromycin	-3	roxithromycin_-3_5	CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(C2[O-])N(C)C)C(C)([O-])CC(C)C(=NOCOCCOC)C(C)C(O)C1(C)[O-]							
Roxithromycin	-3	roxithromycin_-3_6	CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(C2[O-])N(C)C)C(C)([O-])CC(C)C(=NOCOCCOC)C(C)C([O-])C1(C)O							
Roxithromycin	-3	roxithromycin_-3_7	CCC1OC(=O)C(C)C(OC2CC(C)(OC)C([O-])C(C)O2)C(C)C(OC2OC(C)CC(C2O)N(C)C)C(C)(O)CC(C)C(=NOCOCCOC)C(C)C([O-])C1(C)[O-]							
Roxithromycin	-3	roxithromycin_-3_8	CCC1OC(=O)C(C)C(OC2CC(C)(OC)C([O-])C(C)O2)C(C)C(OC2OC(C)CC(C2O)N(C)C)C(C)([O-])CC(C)C(=NOCOCCOC)C(C)C(O)C1(C)[O-]							
Roxithromycin	-3	roxithromycin_-3_9	CCC1OC(=O)C(C)C(OC2CC(C)(OC)C([O-])C(C)O2)C(C)C(OC2OC(C)CC(C2O)N(C)C)C(C)([O-])CC(C)C(=NOCOCCOC)C(C)C([O-])C1(C)O							
Roxithromycin	-3	roxithromycin_-3_1	CCC1OC(=O)C(C)C(OC2CC(C)(OC)C([O-])C(C)O2)C(C)C(OC2OC(C)CC(C2[O-])N(C)C)C(C)(O)CC(C)C(=NOCOCCOC)C(C)C(O)C1(C)[O-]							
Roxithromycin	-3	roxithromycin_-3_2	CCC1OC(=O)C(C)C(OC2CC(C)(OC)C([O-])C(C)O2)C(C)C(OC2OC(C)CC(C2[O-])N(C)C)C(C)(O)CC(C)C(=NOCOCCOC)C(C)C([O-])C1(C)O							
Roxithromycin	-3	roxithromycin_-3_3	CCC1OC(=O)C(C)C(OC2CC(C)(OC)C([O-])C(C)O2)C(C)C(OC2OC(C)CC(C2[O-])N(C)C)C(C)([O-])CC(C)C(=NOCOCCOC)C(C)C(O)C1(C)O							
Roxithromycin	-3	roxithromycin_-3_4	CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(C2[O-])N(C)C)C(C)(O)CC(C)C(=NOCOCCOC)C(C)C([O-])C1(C)[O-]							
Roxithromycin	-4	roxithromycin_-4_5	CCC1OC(=O)C(C)C(OC2CC(C)(OC)C([O-])C(C)O2)C(C)C(OC2OC(C)CC(C2O)N(C)C)C(C)([O-])CC(C)C(=NOCOCCOC)C(C)C([O-])C1(C)[O-]							
Roxithromycin	-4	roxithromycin_-4_1	CCC1OC(=O)C(C)C(OC2CC(C)(OC)C([O-])C(C)O2)C(C)C(OC2OC(C)CC(C2[O-])N(C)C)C(C)(O)CC(C)C(=NOCOCCOC)C(C)C([O-])C1(C)[O-]							
Roxithromycin	-4	roxithromycin_-4_2	CCC1OC(=O)C(C)C(OC2CC(C)(OC)C([O-])C(C)O2)C(C)C(OC2OC(C)CC(C2[O-])N(C)C)C(C)([O-])CC(C)C(=NOCOCCOC)C(C)C(O)C1(C)[O-]							
Roxithromycin	-4	roxithromycin_-4_3	CCC1OC(=O)C(C)C(OC2CC(C)(OC)C([O-])C(C)O2)C(C)C(OC2OC(C)CC(C2[O-])N(C)C)C(C)([O-])CC(C)C(=NOCOCCOC)C(C)C([O-])C1(C)O							
Roxithromycin	-4	roxithromycin_-4_4	CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(C2[O-])N(C)C)C(C)([O-])CC(C)C(=NOCOCCOC)C(C)C([O-])C1(C)[O-]							
Roxithromycin	-5	roxithromycin_-5_1	CCC1OC(=O)C(C)C(OC2CC(C)(OC)C([O-])C(C)O2)C(C)C(OC2OC(C)CC(C2[O-])N(C)C)C(C)([O-])CC(C)C(=NOCOCCOC)C(C)C([O-])C1(C)[O-]	100						
										
Sotalol	1	sotalol_1_1	CC(C)[NH2+]CC(O)c1ccc(NS(C)(=O)=O)cc1							
Sotalol	0	sotalol_0_1	CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1							
Sotalol	0	sotalol_0_2	CC(C)[NH2+]CC(O)c1ccc([N-]S(C)(=O)=O)cc1							
Sotalol	-1	sotalol_-1_1	CC(C)NCC(O)c1ccc([N-]S(C)(=O)=O)cc1							
Sotalol	-2	sotalol_-2_1	CC(C)NCC([O-])c1ccc([N-]S(C)(=O)=O)cc1	100						
										
Chloridazon	1	chloridazon_1_1	[NH3+]c1cnn(-c2ccccc2)c(=O)c1Cl							
Chloridazon	0	chloridazon_0_1	Nc1cnn(-c2ccccc2)c(=O)c1Cl	100						
										
Desethylterbutylazine	1	desethylterbutylazine_1_1	CC(C)(C)Nc1nc(N)nc(Cl)[nH+]1							
Desethylterbutylazine	1	desethylterbutylazine_1_2	CC(C)(C)Nc1nc(N)[nH+]c(Cl)n1							
Desethylterbutylazine	1	desethylterbutylazine_1_3	CC(C)(C)Nc1nc(Cl)nc(N)[nH+]1							
Desethylterbutylazine	0	desethylterbutylazine_0_1	CC(C)(C)Nc1nc(N)nc(Cl)n1							
Desethylterbutylazine	-1	desethylterbutylazine_-1_1	CC(C)(C)[N-]c1nc(N)nc(Cl)n1							
Desethylterbutylazine	-1	desethylterbutylazine_-1_2	CC(C)(C)Nc1nc([NH-])nc(Cl)n1							
Desethylterbutylazine	-2	desethylterbutylazine_-2_1	CC(C)(C)[N-]c1nc([NH-])nc(Cl)n1	100						
										
Deisopropylatrazine	1	deisopropylatrazine_1_1	CCNc1nc(N)nc(Cl)[nH+]1							
Deisopropylatrazine	1	deisopropylatrazine_1_2	CCNc1nc(N)[nH+]c(Cl)n1							
Deisopropylatrazine	1	deisopropylatrazine_1_3	CCNc1nc(Cl)nc(N)[nH+]1							
